applied_displacement applied_load D_zmin[0] D_zmin[1] D_zmin[2] D_zmin.two_norm() D_zmax[0] D_zmax[1] D_zmax[2] D_zmax.two_norm() Max_F_FT Max_F_FC Max_F_MT Max_F_MC furtado_tension_fibre furtado_compression_fibre furtado_tension_matrix furtado_compression_matrix max_von_mises max_damage_cohesive max_predamage_cohesive Strain_zmidTop Strain_zmidBot time_per_increment tot_iteration time_coarse_space time_post_processing coarse_space_size D_xmin[0] D_xmin[1] D_xmin[2] D_xmin.two_norm() D_xmax[0] D_xmax[1] D_xmax[2] D_xmax.two_norm() Max_Tau Max_F_33 Max_F_CZ Displacement_DIC[0] Displacement_DIC[1] Displacement_DIC[2] Displacement_DIC.two_norm() 
-0.1 10129.7 0.0375887 4.89312e-05 -0.0399727 0.0548701 0.0376644 3.64523e-05 -0.126575 0.13206 0.000217061 0.000327141 0.000231749 0.00016301 0.00575716 0.0218983 0.0740998 0.00747535 43.1034 0 0 -0.000264413 -0.000165701 317.136 5 257.401 0.0619558 9600 0.0291798 0.000129345 0.0439062 0.0527184 0.0291065 4.99465e-05 0.0439168 0.0526865 0.324071 0.00856441 0.00345325 0.0219509 2.46134e-05 0.0707201 0.0740484 
-0.2 20279.9 0.0771256 4.97645e-05 -0.080178 0.111251 0.077048 0.00016146 -0.253061 0.264531 0.000874625 0.00131702 0.000934664 0.000651689 0.0115798 0.0439184 0.105457 0.0150272 86.4735 0 0 -0.000528079 -0.000328118 317.215 5 255.283 0.0525734 9600 0.0578672 0.000204353 0.0878437 0.105191 0.0577213 7.98246e-05 0.087865 0.105129 0.452345 0.0172556 0.00466751 0.0448954 6.82391e-05 0.141412 0.148368 
-0.3 30405.5 0.116358 -3.28031e-05 -0.120262 0.167339 0.116269 0.000205294 -0.379637 0.397042 0.0019829 0.00298109 0.00212274 0.00145811 0.0174742 0.0660549 0.130004 0.0226476 130.081 0 0 -0.00079273 -0.000487181 313.647 5 253.64 0.049558 9600 0.088428 0.000266744 0.131773 0.158694 0.0882099 7.29748e-05 0.131806 0.158599 0.613461 0.0260898 0.00632052 0.0677599 8.22303e-05 0.212155 0.222713 
-0.4 40518.5 0.156558 -0.000133355 -0.16037 0.224118 0.156492 0.000251071 -0.506153 0.529793 0.00355059 0.00533637 0.00380789 0.00256115 0.0234361 0.0883481 0.151098 0.0303651 174.015 0 0 -0.00105736 -0.000642747 319.941 5 258.899 0.0474007 9600 0.119497 0.000362919 0.175689 0.212476 0.119207 7.53682e-05 0.175733 0.21235 0.68227 0.0350541 0.00704316 0.0912134 9.1116e-05 0.282874 0.297217 
-0.5 50628.7 0.196644 -0.00012242 -0.200403 0.280767 0.196553 0.00033412 -0.632836 0.662657 0.00558966 0.00838736 0.00600758 0.0041341 0.0294732 0.11069 0.170059 0.0381046 218.129 0 0 -0.00132313 -0.000794708 317.828 5 257.949 0.0486993 9600 0.152595 0.00044381 0.219634 0.267441 0.152234 0.000120431 0.219691 0.267282 0.904518 0.0441995 0.00929702 0.114577 0.000131164 0.353694 0.371789 
-0.6 60722.4 0.237546 -0.000186825 -0.240423 0.337981 0.237564 0.000396377 -0.759481 0.795769 0.00811148 0.0121576 0.00873663 0.00609357 0.0355887 0.133196 0.187559 0.0459497 262.579 0 0 -0.00158906 -0.000942858 322.461 5 262.977 0.0482052 9600 0.18654 0.000522555 0.263564 0.322898 0.186109 0.000133895 0.263633 0.322706 1.06232 0.0534931 0.0109119 0.138504 0.000150392 0.424503 0.446527 
-0.7 70812.7 0.277757 -0.000520353 -0.280394 0.394677 0.276711 0.000360078 -0.88633 0.92852 0.0111391 0.0166429 0.0120269 0.00843243 0.0418158 0.155763 0.204101 0.0538613 307.172 0 0 -0.00185593 -0.00108685 334.702 6 260.513 0.0476352 9600 0.223181 0.000665521 0.30752 0.379972 0.22268 0.000168133 0.307602 0.379743 1.26501 0.0630234 0.0129967 0.16137 0.000104746 0.495406 0.521025 
-0.8 80873 0.320533 -0.000324606 -0.32031 0.453145 0.320456 0.00051774 -1.01294 1.06242 0.0146399 0.0219 0.0158354 0.0118003 0.0480321 0.17855 0.219503 0.0618577 352.306 0 0 -0.00212259 -0.00122706 327.78 5 267.5 0.0500363 9600 0.258958 0.000683095 0.35142 0.436527 0.258388 0.000164514 0.351517 0.436266 1.38999 0.0725155 0.0142709 0.186875 0.000190864 0.566227 0.596268 
-1.2 121008 0.489508 -0.000514229 -0.479052 0.684915 0.489275 0.000806521 -1.52083 1.5976 0.0340116 0.0506028 0.0371503 0.0338507 0.073911 0.270567 0.276439 0.0946494 535.162 0 0 -0.00319823 -0.00174137 342.72 7 260.586 0.047919 9600 0.426783 0.00105098 0.527114 0.678229 0.425945 0.000287209 0.52727 0.677822 2.77541 0.112573 0.0285723 0.285466 0.000276784 0.850295 0.896936 
-1.6 160894 0.654133 -0.000892206 -0.635197 0.911793 0.653917 0.00107277 -2.03137 2.13403 0.0625553 0.0922318 0.0690766 0.0744334 0.101204 0.363865 0.32854 0.128763 721.937 0 0 -0.00429055 -0.0021687 340.292 7 255.345 0.0472572 9600 0.641666 0.00137188 0.702805 0.951668 0.640575 0.000356834 0.703033 0.9511 3.57293 0.155458 0.0367634 0.38173 0.000327836 1.13585 1.19827 
-2 200455 0.783841 -0.00108914 -0.784267 1.10882 0.783539 0.00150128 -2.54895 2.66666 0.101392 0.146574 0.113352 0.129667 0.130042 0.46076 0.378294 0.163988 909.302 0 0 -0.00541959 -0.00247632 352.713 7 267.321 0.0471514 9600 0.955603 0.00186229 0.878469 1.29803 0.954279 0.00061799 0.878784 1.29727 4.51583 0.201244 0.0464624 0.457704 0.000439734 1.42501 1.49672 
-2.4 239489 0.740178 -0.00196689 -0.907763 1.17128 0.739971 0.00170321 -3.09222 3.17952 0.15219 0.214234 0.172412 0.204864 0.160367 0.560395 0.426223 0.198537 1096.13 0 0 -0.00666998 -0.00255531 356.569 8 258.504 0.0480139 9600 1.5808 0.00244121 1.05412 1.90003 1.57928 0.000825202 1.05456 1.89901 5.7653 0.25069 0.0594658 0.433064 0.000377575 1.72679 1.78027 
-2.6 258406 0.43727 -0.00208472 -0.931273 1.02882 0.437148 0.00221218 -3.40204 3.43001 0.182876 0.245141 0.208872 0.241798 0.175754 0.601635 0.448294 0.221006 1175.44 0 0 -0.00746134 -0.00235512 659.775 7 573.775 0.0458744 9600 2.32878 0.00266797 1.14192 2.59369 2.3272 0.000972787 1.14246 2.5925 7.65978 0.275882 0.0793263 0.257361 0.000541399 1.89612 1.91351 
-2.7 267236 0.0479361 -0.00235533 -0.911544 0.912806 0.0479527 0.00236801 -3.58843 3.58875 0.19946 0.253649 0.229125 0.253346 0.183047 0.613088 0.457353 0.238944 1198.32 0 0 -0.00797613 -0.00208282 651.698 7 564.408 0.0464121 9600 3.05039 0.0029147 1.18579 3.27277 3.0488 0.00103918 1.18641 3.27151 7.65978 0.287441 0.0793263 0.03132 0.000539983 1.99592 1.99616 
-2.8 274951 -0.623198 -0.00259281 -0.854931 1.05796 -0.62338 0.00271323 -3.81171 3.86235 0.217426 0.270801 0.250955 0.254207 0.199917 0.613088 0.463946 0.264167 1216.12 0 0 -0.008593 -0.00162272 334.38 7 249.237 0.0478062 9600 4.16573 0.00326271 1.22964 4.34342 4.16417 0.00129255 1.23037 4.34213 7.65978 0.296565 0.0793263 0.358663 0.000620803 2.1134 2.14362 
-2.9 280812 -1.58461 -0.00314003 -0.761123 1.75793 -1.58465 0.00283102 -4.07213 4.3696 0.236258 0.344572 0.27365 0.254207 0.228474 0.649352 0.477109 0.298647 1361.96 0 0 -0.00924521 -0.000992775 369.598 9 255.964 0.0488285 9600 5.65763 0.00391198 1.27343 5.79918 5.65614 0.00164786 1.2743 5.79791 8.82295 0.305864 0.0894394 0.91704 0.000564103 2.24864 2.42844 
-3 284837 -2.6779 -0.00329833 -0.6515 2.75602 -2.67811 0.00329933 -4.34847 5.107 0.25577 0.434317 0.297003 0.254207 0.257231 0.697222 0.516372 0.340664 1517.14 0 0 -0.00981787 -0.000316888 342.734 7 256.573 0.0477772 9600 7.28163 0.00415141 1.31726 7.39982 7.28023 0.00176253 1.31825 7.39862 10.0863 0.33234 0.10525 1.55211 0.000775348 2.3914 2.85093 
-3.1 287470 -3.78159 -0.00360172 -0.542389 3.82029 -3.78174 0.00361196 -4.62426 5.97372 0.275565 0.533109 0.320003 0.259764 0.283536 0.767062 0.551104 0.389954 1668.27 0 0 -0.0102672 0.000322062 341.052 7 256.192 0.0487409 9600 8.86711 0.00451697 1.36106 8.97096 8.86583 0.0019927 1.36216 8.96986 11.0825 0.35748 0.115688 2.19296 0.000911624 2.53374 3.35095 
-3.2 289232 -4.83954 -0.00393925 -0.440894 4.85959 -4.83992 0.00377117 -4.89241 6.8819 0.29602 0.636226 0.342618 0.272103 0.306769 0.831757 0.581385 0.445055 1810.11 0 0 -0.0106055 0.000898148 337.62 7 251.625 0.0477594 9600 10.348 0.00493305 1.40486 10.4429 10.3469 0.00228193 1.40605 10.4419 11.6294 0.38067 0.118351 2.80728 0.000964638 2.67227 3.87581 
-3.3 290396 -5.84255 -0.00407275 -0.347933 5.8529 -5.84311 0.00408455 -5.15205 7.79009 0.450621 0.741682 0.365115 0.421546 0.327235 0.891494 0.607655 0.498577 1942.42 0 0 -0.0108555 0.00141422 320.443 6 253.158 0.0481927 9600 11.7223 0.00517776 1.44867 11.8115 11.7213 0.00245553 1.44994 11.8106 12.3946 0.401927 0.125957 3.3896 0.00112747 2.8066 4.40073 
-3.4 291111 -6.79699 -0.00446038 -0.262802 6.80207 -6.79712 0.00425943 -5.40373 8.68338 0.557188 0.848635 0.38711 0.622892 0.345402 0.947225 0.630584 0.550407 2066.25 0 0 -0.0110375 0.00188015 325.385 6 251.658 0.0480214 9600 13.0039 0.00550392 1.49244 13.0892 13.0029 0.00271519 1.49377 13.0884 12.9673 0.423223 0.131664 3.9433 0.00122005 2.93698 4.91686 
-3.6 291815 -8.55879 -0.00470002 -0.114448 8.55956 -8.55889 0.00466685 -5.88553 10.3872 0.96329 1.06391 0.430574 1.10344 0.425968 1.04913 0.670345 0.648705 2291.38 0 0 -0.0112587 0.00269159 717.234 10 599.376 0.0443043 9600 15.3193 0.00580029 1.58011 15.4006 15.3186 0.00298759 1.58154 15.4 19.3352 0.46439 0.197296 4.96561 0.00144999 3.18717 5.90045 
