applied_displacement applied_load D_zmin[0] D_zmin[1] D_zmin[2] D_zmin.two_norm() D_zmax[0] D_zmax[1] D_zmax[2] D_zmax.two_norm() Max_F_FT Max_F_FC Max_F_MT Max_F_MC furtado_tension_fibre furtado_compression_fibre furtado_tension_matrix furtado_compression_matrix max_von_mises max_damage_cohesive max_predamage_cohesive Strain_zmidTop Strain_zmidBot time_per_increment tot_iteration time_coarse_space time_post_processing coarse_space_size D_xmin[0] D_xmin[1] D_xmin[2] D_xmin.two_norm() D_xmax[0] D_xmax[1] D_xmax[2] D_xmax.two_norm() Max_Tau Max_F_33 Max_F_CZ Displacement_DIC[0] Displacement_DIC[1] Displacement_DIC[2] Displacement_DIC.two_norm() 
-0.1 17810.4 -0.142809 -9.27435e-05 0.0116888 0.143287 -0.143715 -3.93728e-06 -0.178432 0.229111 0.000234492 0.00105563 0.000245314 0.000204994 0.0110241 0.0332782 0.079846 0.0093891 77.4634 0 0 -0.000573952 -0.000274966 564.818 22 288.267 0.0617991 9600 0.256817 0.000257791 0.0439784 0.260556 0.256681 8.42102e-05 0.0440066 0.260426 0.623381 0.0142444 0.00932918 0.0822173 5.35819e-05 0.0974326 0.127486 
-0.2 35251.6 -0.300576 -6.4922e-05 0.0247583 0.301594 -0.303388 3.13386e-05 -0.35829 0.469485 0.000946843 0.00432187 0.000991076 0.000859879 0.0226865 0.0672664 0.113799 0.0189154 156.676 0 0 -0.00115532 -0.000525837 588.822 24 297.35 0.0531572 9600 0.53891 0.000437327 0.0879442 0.546039 0.538642 8.24618e-05 0.0879992 0.545783 0.929877 0.0287659 0.0129328 0.173671 8.55645e-05 0.195504 0.261502 
-0.25 44019.9 -0.39209 -0.000224093 0.0323633 0.393423 -0.394478 1.32905e-05 -0.449238 0.597853 0.00148277 0.00685576 0.00155443 0.00134463 0.0288478 0.0846612 0.127573 0.0237404 197.287 0 0 -0.00145121 -0.000640359 1151.37 25 803.502 0.0451083 9600 0.69613 0.000686127 0.109935 0.704757 0.695797 0.000238568 0.110011 0.70444 1.23877 0.0361232 0.0177768 0.225919 0.00011907 0.244995 0.33326 
-0.3 52559.9 -0.495802 -7.86721e-05 0.0411122 0.497504 -0.496971 5.30955e-05 -0.541213 0.734774 0.0021431 0.0100535 0.00224615 0.00192197 0.035288 0.102393 0.1401 0.028595 238.844 0 0 -0.00175274 -0.000746218 527.862 18 293.57 0.0484483 9600 0.868771 0.000596982 0.131924 0.878731 0.868375 8.5954e-05 0.132025 0.878354 1.23877 0.04358 0.0177768 0.284802 0.000134697 0.294945 0.410005 
-0.35 61084.7 -0.594264 -0.000313619 0.0493748 0.596312 -0.596626 2.35953e-05 -0.632895 0.869781 0.00292524 0.0138685 0.00307096 0.00263036 0.0418022 0.120156 0.151819 0.0335369 280.447 0 0 -0.00205134 -0.000845582 556.083 21 299.945 0.0471675 9600 1.03975 0.000933065 0.153902 1.05108 1.03929 0.000297285 0.15402 1.05064 1.37761 0.051284 0.020602 0.342 0.00016233 0.344761 0.485617 
-0.4 69588 -0.698812 9.47998e-05 0.0581619 0.701228 -0.702267 9.18821e-05 -0.725094 1.00943 0.00383651 0.0183681 0.00402126 0.00343983 0.0485261 0.138107 0.162784 0.0385151 322.647 0 0 -0.00235198 -0.000936472 704.15 33 297.428 0.0480491 9600 1.21997 0.000830366 0.175882 1.23258 1.21945 0.00017828 0.176017 1.23209 1.59463 0.0591125 0.0238809 0.402694 0.000193835 0.394809 0.563948 
-0.45 77711.3 -0.831645 -0.000235501 0.0694351 0.834539 -0.832422 7.98063e-05 -0.819496 1.16812 0.0048593 0.0237384 0.00510537 0.0043331 0.0557342 0.15673 0.172933 0.0435703 366.662 0 0 -0.00266377 -0.00101396 623.603 26 292.281 0.0473048 9600 1.43157 0.00102739 0.197872 1.44518 1.431 0.000235821 0.198043 1.44464 1.81669 0.067186 0.0271576 0.477602 0.00019972 0.445835 0.653355 
-0.5 85960.7 -0.955811 -0.000202456 0.0799051 0.959145 -0.956798 0.00012955 -0.913323 1.32273 0.00601383 0.0297833 0.00631906 0.00532369 0.0629786 0.175269 0.182983 0.0487078 410.539 0 0 -0.00297053 -0.00108454 536.631 19 296.492 0.049363 9600 1.63835 0.0010838 0.21985 1.65304 1.63772 0.000223689 0.220044 1.65243 2.07249 0.0753725 0.0310554 0.549152 0.000251137 0.496604 0.740394 
-0.5125 87961.2 -0.98639 -0.000184044 0.0824812 0.989833 -0.987739 0.000109983 -0.936755 1.3613 0.00632185 0.0314084 0.00664552 0.00560003 0.0648084 0.17991 0.185432 0.0500076 421.547 0 0 -0.0030468 -0.00110094 1140.81 20 892.774 0.0453056 9600 1.69022 0.00111772 0.225341 1.70517 1.68957 0.000234242 0.225541 1.70456 2.29717 0.0774351 0.0343278 0.56695 0.000242251 0.509285 0.762104 
-0.525 89953.8 -1.0254 -0.000180647 0.0857992 1.02899 -1.02535 0.000117961 -0.960795 1.40516 0.00663313 0.0331461 0.00697239 0.00584745 0.0667476 0.184707 0.187794 0.051305 433.005 0 0 -0.00312642 -0.00111496 495.927 17 284.132 0.0469812 9600 1.75053 0.00111483 0.230846 1.76569 1.74987 0.000221562 0.231059 1.76506 2.29717 0.0795439 0.0343278 0.588636 0.00025283 0.522236 0.786907 
-0.5375 91961 -1.06025 -0.000147212 0.0887439 1.06396 -1.06029 0.000131483 -0.98458 1.44693 0.00695433 0.0349009 0.0073109 0.00611226 0.0686472 0.189434 0.190217 0.0526144 444.269 0 0 -0.00320427 -0.00112925 516.57 19 284.212 0.0467091 9600 1.80722 0.00111424 0.236337 1.82261 1.80655 0.000206841 0.236556 1.82197 2.29717 0.0816438 0.0343278 0.608748 0.000267031 0.535072 0.810479 
-0.55 93972.4 -1.09412 -0.000141065 0.0916009 1.09795 -1.09446 0.000141865 -1.00829 1.48812 0.0072852 0.0366991 0.00765882 0.00639004 0.0705442 0.194159 0.192573 0.053931 455.52 0 0 -0.00328163 -0.00114319 452.598 14 282.939 0.0470278 9600 1.86318 0.00113396 0.24183 1.87881 1.86249 0.000207506 0.242054 1.87815 2.29717 0.0837464 0.0343278 0.628414 0.00027773 0.547878 0.833711 
