applied_displacement applied_load D_zmin[0] D_zmin[1] D_zmin[2] D_zmin.two_norm() D_zmax[0] D_zmax[1] D_zmax[2] D_zmax.two_norm() Max_F_FT Max_F_FC Max_F_MT Max_F_MC furtado_tension_fibre furtado_compression_fibre furtado_tension_matrix furtado_compression_matrix max_von_mises max_damage_cohesive max_predamage_cohesive Strain_zmidTop Strain_zmidBot time_per_increment tot_iteration time_coarse_space time_post_processing coarse_space_size D_xmin[0] D_xmin[1] D_xmin[2] D_xmin.two_norm() D_xmax[0] D_xmax[1] D_xmax[2] D_xmax.two_norm() Max_Tau Max_F_33 Max_F_CZ Displacement_DIC[0] Displacement_DIC[1] Displacement_DIC[2] Displacement_DIC.two_norm() 
-0.1 20868.8 0.0471723 -6.55806e-05 -0.00837441 0.04791 0.046939 -2.22508e-05 -0.158311 0.165123 0.000261096 0.00197505 0.000330226 0.000164923 0.0132005 0.0447266 0.108631 0.0222796 104.248 0 0 -0.000457218 -0.000291524 460.204 15 263.024 2.38943 9600 0.0491727 0.00020503 0.0439719 0.0659661 0.0490513 6.02299e-05 0.0439889 0.0658867 0.498506 0.0170298 0.00546233 0.0282843 6.18739e-05 0.0882819 0.0927022 
-0.2 41749.2 0.0731893 0.000384116 -0.0143209 0.0745783 0.0762316 0.000179884 -0.318727 0.327717 0.00107023 0.00785645 0.00136525 0.000811827 0.0264728 0.0891994 0.156062 0.0444521 207.917 0 0 -0.000928003 -0.000571614 441.436 11 290.016 2.36308 9600 0.123197 0.000642372 0.0879408 0.151365 0.122954 0.000437188 0.0879914 0.151196 0.950535 0.034257 0.010376 0.0463603 0.000181275 0.177554 0.183507 
-0.3 62307.2 0.105706 5.31657e-06 -0.0209358 0.107759 0.110531 -4.59513e-05 -0.478566 0.491164 0.00244273 0.0177468 0.00316949 0.00198745 0.0398317 0.134026 0.194159 0.0668414 312.489 0 0 -0.00139565 -0.000839856 492.946 16 286.062 2.38611 9600 0.19561 0.000625293 0.131904 0.235929 0.195249 0.000171588 0.131984 0.235673 1.27127 0.0521162 0.014161 0.0674062 0.000176649 0.266561 0.274951 
-0.4 83064.8 0.17409 -1.94241e-05 -0.031736 0.176959 0.174166 4.67257e-05 -0.634924 0.658379 0.00439582 0.0321619 0.00582122 0.00316107 0.0533918 0.180374 0.227869 0.0900009 420.673 0 0 -0.00184148 -0.00109878 385.604 10 256.361 2.38943 9600 0.235627 0.000622741 0.175878 0.29403 0.235152 4.68184e-05 0.17596 0.293698 1.55879 0.0708723 0.0170491 0.105474 0.000167068 0.353945 0.369327 
-0.5 103636 0.217491 -4.58211e-05 -0.0396107 0.221069 0.21732 0.000111323 -0.793752 0.822965 0.00698592 0.0507278 0.00940167 0.00502594 0.0669801 0.226482 0.258965 0.113068 528.318 0 0 -0.00230321 -0.00134279 410.136 10 274.692 2.41715 9600 0.30568 0.000798017 0.219844 0.376526 0.30509 8.70016e-05 0.219948 0.376108 1.75787 0.0899989 0.0204829 0.13169 0.000213606 0.442498 0.461678 
-0.6 124122 0.266649 -0.000295819 -0.0481543 0.270962 0.266386 1.55196e-05 -0.951878 0.98845 0.0102313 0.0738736 0.014005 0.00775898 0.0806744 0.273248 0.28845 0.13649 637.551 0 0 -0.00276109 -0.00157384 382.715 10 254.757 2.37925 9600 0.373738 0.00111345 0.263807 0.457466 0.373037 0.000229974 0.263936 0.456967 2.2032 0.109938 0.0254422 0.161373 0.000285212 0.530728 0.554719 
-0.7 144486 0.296196 4.91903e-05 -0.0543524 0.301142 0.296881 0.000135449 -1.11224 1.15118 0.0141936 0.101233 0.0197185 0.0105901 0.0943285 0.319812 0.316819 0.159828 746.327 0 0 -0.00323218 -0.00178615 361.164 8 257.405 2.40041 9600 0.46948 0.00119372 0.307759 0.561363 0.468671 0.00021818 0.307921 0.560774 2.67224 0.130123 0.0303912 0.180299 0.000283597 0.620016 0.645699 
-0.8 164775 0.344613 -0.000100316 -0.0627606 0.350281 0.344032 7.65219e-05 -1.27064 1.31639 0.0188769 0.133782 0.0266723 0.0149985 0.10811 0.367567 0.344552 0.183792 857.955 0 0 -0.00369089 -0.00198611 396.263 9 275.242 2.38088 9600 0.549798 0.00129553 0.35172 0.652676 0.548884 0.000151479 0.351904 0.652004 3.04145 0.15156 0.0350557 0.208934 0.000345363 0.708391 0.738561 
-0.9 184938 0.375825 -0.000106151 -0.0690869 0.382122 0.375831 0.000128962 -1.43091 1.47944 0.0243567 0.170591 0.0349585 0.0222892 0.121797 0.414982 0.37181 0.207609 968.817 0 0 -0.00416034 -0.00216452 967.753 14 791.957 2.38421 9600 0.655817 0.00143127 0.395671 0.765933 0.6548 0.000187028 0.395889 0.765174 5.05464 0.173352 0.0584774 0.228679 0.000361844 0.797661 0.829794 
-1 204959 0.385199 -8.60384e-05 -0.0727845 0.392015 0.386486 0.00011247 -1.59375 1.63994 0.0307074 0.211778 0.0446873 0.0308224 0.135305 0.462288 0.39876 0.231388 1079.45 0 0 -0.00464328 -0.00231666 346.128 7 260.469 2.37066 9600 0.795065 0.00164679 0.439614 0.908511 0.79395 0.000269835 0.439873 0.907659 5.05464 0.195642 0.0584774 0.236185 0.000421707 0.88815 0.919018 
