applied_displacement applied_load D_zmin[0] D_zmin[1] D_zmin[2] D_zmin.two_norm() D_zmax[0] D_zmax[1] D_zmax[2] D_zmax.two_norm() Max_F_FT Max_F_FC Max_F_MT Max_F_MC furtado_tension_fibre furtado_compression_fibre furtado_tension_matrix furtado_compression_matrix max_von_mises max_damage_cohesive max_predamage_cohesive Strain_zmidTop Strain_zmidBot time_per_increment tot_iteration time_coarse_space time_post_processing coarse_space_size D_xmin[0] D_xmin[1] D_xmin[2] D_xmin.two_norm() D_xmax[0] D_xmax[1] D_xmax[2] D_xmax.two_norm() Max_Tau Max_F_33 Max_F_CZ Displacement_DIC[0] Displacement_DIC[1] Displacement_DIC[2] Displacement_DIC.two_norm() 
-0.1 19206.8 0.0019221 2.22257e-05 -0.00222 0.00293656 -0.00908703 0.000607792 -0.165456 0.165707 0.0005002 0.0016135 0.000527604 0.000430714 0.0113703 0.046758 0.0863593 0.0123286 94.852 0 0 -0.000500342 -0.000291365 655.013 32 260.68 0.0645249 9600 0.105082 0.000458215 0.0439304 0.113896 0.104949 0.000357524 0.0439061 0.113764 0.428788 0.0163088 0.00658751 0.00425608 0.000402717 0.0916148 0.0917145 
-0.2 38447.4 0.00370182 6.25839e-05 -0.00441852 0.00576461 -0.0219895 0.00104946 -0.331349 0.332079 0.00203508 0.00662979 0.00213685 0.00167293 0.0228022 0.0947903 0.123625 0.0249902 192.269 0 0 -0.00100289 -0.000568913 764.999 43 250.851 0.0513314 9600 0.217367 0.000828948 0.0878777 0.23446 0.217104 0.000628026 0.0878147 0.234192 0.653791 0.0333164 0.00863984 0.010668 0.000698963 0.183435 0.183747 
-0.2125 40900.1 0.00291272 -1.39804e-05 -0.00463323 0.00547275 -0.0202597 0.000653132 -0.351875 0.352459 0.00230154 0.00743615 0.00241055 0.00186357 0.0242457 0.100381 0.127579 0.0264672 203.626 0 0 -0.00106549 -0.000602687 2622.38 44 2086.84 0.0459997 9600 0.23094 0.000647572 0.0933821 0.249106 0.230661 0.000427665 0.0933298 0.248827 0.988936 0.0353502 0.0131054 0.00954368 0.00047816 0.194832 0.195066 
-0.215625 41442.4 0.00219952 -1.63966e-05 -0.00463883 0.0051339 -0.018539 0.000545081 -0.356886 0.357367 0.00236452 0.007619 0.00248169 0.00192409 0.0246006 0.101605 0.128531 0.0267909 206.115 0 0 -0.00108096 -0.000611013 2119.8 47 1516.26 0.0499417 9600 0.234088 0.00060578 0.0947394 0.252534 0.233805 0.000372053 0.0946957 0.252254 0.988936 0.0357951 0.0131054 0.00852447 0.000415459 0.197627 0.197811 
-0.21875 42015 0.00213692 -7.90741e-06 -0.00469514 0.00515857 -0.0188944 0.000608547 -0.362074 0.362567 0.00243222 0.00783978 0.00255646 0.00193539 0.0249605 0.10307 0.12951 0.0271768 209.08 0 0 -0.00109672 -0.000619388 493.449 21 251.028 0.0483775 9600 0.237737 0.000634919 0.0961139 0.256432 0.23745 0.000403989 0.0960695 0.256148 0.988936 0.0363261 0.0131054 0.00870016 0.000455148 0.2005 0.200689 
-0.221875 42616.4 0.00209566 -1.06026e-05 -0.00475435 0.00519575 -0.0189769 0.000646516 -0.367236 0.367727 0.0025018 0.00805975 0.00263163 0.00200777 0.0253206 0.104508 0.130475 0.0275557 211.993 0 0 -0.00111242 -0.000627744 490.538 19 261.879 0.0484551 9600 0.241286 0.000654861 0.0974878 0.260237 0.240994 0.000423595 0.0974439 0.25995 0.988936 0.0368473 0.0131054 0.00871905 0.000480944 0.203361 0.203548 
-0.225 43199.8 0.0020525 -9.29922e-06 -0.00481278 0.00523218 -0.0189205 0.000671612 -0.372374 0.372855 0.00257172 0.00828377 0.00270775 0.00206949 0.0256779 0.105953 0.131431 0.0279361 214.919 0 0 -0.00112805 -0.000636061 498.518 20 258.847 0.0488271 9600 0.244776 0.000669919 0.0988562 0.263985 0.244481 0.000438311 0.0988131 0.263695 0.988936 0.0373685 0.0131054 0.00865651 0.000497342 0.20621 0.206392 
-0.228125 43817.4 0.00200468 -7.46376e-06 -0.0048723 0.00526859 -0.019018 0.000602786 -0.377544 0.378024 0.00264768 0.00851022 0.00278337 0.00213833 0.0260388 0.107392 0.132385 0.0283158 217.836 0 0 -0.00114377 -0.000644422 529.55 22 257.866 0.0484787 9600 0.248333 0.000654232 0.100236 0.267801 0.248034 0.000409975 0.100194 0.267507 0.988936 0.0378935 0.0131054 0.00868003 0.000460783 0.209075 0.209256 
-0.23125 44434.9 0.00195542 -9.18638e-06 -0.00493197 0.00530548 -0.019128 0.000576785 -0.382715 0.383193 0.00272168 0.0087414 0.00286089 0.00220375 0.0263997 0.10884 0.133337 0.0286971 220.775 0 0 -0.00115949 -0.000652756 472.53 18 248.823 0.0483603 9600 0.251897 0.000650588 0.101614 0.271621 0.251593 0.000398156 0.101572 0.271323 0.988936 0.0384211 0.0131054 0.00871181 0.000448968 0.21194 0.21212 
-0.234375 45008.2 0.00191368 -5.54314e-06 -0.00498903 0.00534347 -0.0192852 0.000643256 -0.387868 0.388348 0.00279371 0.00897579 0.00294112 0.00223174 0.0267569 0.110294 0.134274 0.02908 223.715 0 0 -0.00117518 -0.000661016 479.028 19 255.645 0.0500349 9600 0.255499 0.000683932 0.102982 0.275474 0.255192 0.000436574 0.102939 0.275172 0.988936 0.0389461 0.0131054 0.00877319 0.000489231 0.214796 0.214975 
-0.2375 45624.8 0.00185355 -1.27901e-05 -0.00504742 0.00537701 -0.0193036 0.000586128 -0.393033 0.393507 0.00287316 0.00921249 0.00302021 0.00233094 0.0271181 0.111741 0.135218 0.0294616 226.646 0 0 -0.00119088 -0.000669328 529.339 22 265.406 0.0471344 9600 0.259063 0.000665659 0.104361 0.279294 0.258752 0.000404865 0.10432 0.27899 0.988936 0.0394716 0.0131054 0.00875218 0.00045978 0.217659 0.217835 
-0.25 47976.9 0.0019808 4.15054e-06 -0.00530724 0.00566484 -0.0184825 0.000496997 -0.413549 0.413962 0.00318599 0.0101851 0.0033503 0.00259811 0.0285518 0.117499 0.138896 0.0309784 238.31 0 0 -0.00125327 -0.000702307 623.803 31 258.208 0.0478723 9600 0.272744 0.000668336 0.109845 0.294034 0.272417 0.000386538 0.109808 0.293716 0.988936 0.0415663 0.0131054 0.00815247 0.000415879 0.229041 0.229187 
-0.2625 50376.9 0.00210277 1.01861e-05 -0.00557062 0.00595429 -0.01856 0.000449657 -0.434184 0.434581 0.00351799 0.0112207 0.00369905 0.00287555 0.0299963 0.123334 0.142521 0.0325161 250.132 0 0 -0.00131599 -0.000735129 563.295 26 261.204 0.0468956 9600 0.286893 0.000676014 0.115348 0.309214 0.28655 0.000370816 0.115313 0.308882 0.988936 0.0436977 0.0131054 0.00807155 0.000400513 0.24048 0.240616 
-0.265625 51016.9 0.00203625 -6.79167e-06 -0.00562952 0.00598647 -0.0190344 0.000508608 -0.439384 0.439797 0.00360155 0.0114875 0.00379059 0.00293781 0.0303592 0.124795 0.143424 0.0329007 253.089 0 0 -0.00133181 -0.00074328 1076.73 19 845.23 0.0458687 9600 0.29069 0.000703454 0.116728 0.313252 0.290343 0.000396479 0.116692 0.312916 0.988936 0.0442327 0.0131054 0.00831624 0.0004398 0.243359 0.243501 
-0.26875 51618.6 0.00194775 -8.86343e-06 -0.00568473 0.00600915 -0.0191352 0.000542305 -0.444543 0.444955 0.00368848 0.0117523 0.00388188 0.00304049 0.0307189 0.12623 0.144317 0.0332783 255.989 0 0 -0.00134752 -0.000751406 500.809 21 255.076 0.0473719 9600 0.294346 0.000728548 0.118101 0.317156 0.293995 0.000422598 0.118066 0.316817 0.988936 0.04476 0.0131054 0.00834569 0.00046378 0.246218 0.24636 
-0.271875 52222 0.00185267 -1.49116e-05 -0.00573929 0.00603092 -0.019607 0.000544129 -0.44973 0.450157 0.00377678 0.0120274 0.00397448 0.00309885 0.031078 0.127701 0.145203 0.0336657 258.967 0 0 -0.00136327 -0.00075952 533.857 22 255.695 0.0473385 9600 0.29813 0.000735673 0.119478 0.32118 0.297775 0.000424294 0.119442 0.320837 0.988936 0.0452974 0.0131054 0.00858538 0.000467852 0.249089 0.249237 
-0.275 52845.6 0.0017617 -1.34111e-05 -0.0057951 0.00605698 -0.0200541 0.00056373 -0.45493 0.455372 0.00386681 0.012307 0.004068 0.00319945 0.0314403 0.129181 0.146089 0.0340553 261.96 0 0 -0.00137911 -0.00076764 500.095 18 271.652 0.0470784 9600 0.301953 0.000753118 0.120857 0.325243 0.301594 0.000438947 0.120821 0.324895 0.988936 0.0458406 0.0131054 0.00881327 0.000484023 0.251968 0.252122 
-0.278125 53418.7 0.00165374 -1.97502e-05 -0.00584605 0.00607548 -0.0202776 0.000614226 -0.460077 0.460524 0.00394153 0.0125794 0.00416327 0.00319945 0.0317954 0.130605 0.146957 0.0344303 264.843 0 0 -0.00139475 -0.000775683 577.859 25 269.457 0.0475709 9600 0.305624 0.000777804 0.122225 0.329159 0.305261 0.000465897 0.122189 0.328807 0.988936 0.0463646 0.0131054 0.00891122 0.000515184 0.254819 0.254976 
-0.28125 54008.1 0.00154091 -1.69599e-05 -0.00589797 0.00609596 -0.0209313 0.000711515 -0.465276 0.465747 0.00404337 0.0128696 0.00426152 0.00334539 0.0321531 0.132108 0.14784 0.0348257 267.88 0 0 -0.00141057 -0.000783707 556.499 24 272.599 0.0468205 9600 0.309556 0.000829127 0.123595 0.333319 0.309189 0.000526734 0.123557 0.332964 0.988936 0.0469144 0.0131054 0.00925959 0.000574951 0.257695 0.257862 
-0.284375 54602.4 0.00144246 -1.83201e-05 -0.00595056 0.00612292 -0.0211507 0.00071312 -0.470452 0.470928 0.00413657 0.0131551 0.00435853 0.00342707 0.0325135 0.133569 0.148714 0.0352102 270.836 0 0 -0.00142634 -0.000791761 596.301 27 269.953 0.0499526 9600 0.313319 0.000840585 0.124971 0.337323 0.312948 0.000534539 0.124933 0.336964 0.988936 0.0474511 0.0131054 0.00935551 0.000579295 0.260563 0.260731 
