applied_displacement applied_load D_zmin[0] D_zmin[1] D_zmin[2] D_zmin.two_norm() D_zmax[0] D_zmax[1] D_zmax[2] D_zmax.two_norm() Max_F_FT Max_F_FC Max_F_MT Max_F_MC furtado_tension_fibre furtado_compression_fibre furtado_tension_matrix furtado_compression_matrix max_von_mises max_damage_cohesive max_predamage_cohesive Strain_zmidTop Strain_zmidBot time_per_increment tot_iteration time_coarse_space time_post_processing coarse_space_size D_xmin[0] D_xmin[1] D_xmin[2] D_xmin.two_norm() D_xmax[0] D_xmax[1] D_xmax[2] D_xmax.two_norm() Max_Tau Max_F_33 Max_F_CZ Displacement_DIC[0] Displacement_DIC[1] Displacement_DIC[2] Displacement_DIC.two_norm() 
-0.1 18584.3 -0.008368 -8.18567e-06 6.21648e-05 0.00836824 -0.00839447 7.7654e-06 -0.166731 0.166943 0.000440653 0.00130473 0.000476702 0.000401418 0.0109205 0.0399412 0.0955119 0.0161159 84.8462 0 0 -0.000510483 -0.000297803 395.368 10 269.667 0.0596445 9600 0.110646 0.000158992 0.0439785 0.119066 0.110512 1.31997e-05 0.0440013 0.11895 0.367798 0.0148637 0.00396165 0.00384612 4.151e-05 0.0923382 0.0924183 
-0.2 37111.8 -0.0221883 -1.37774e-05 0.000743999 0.0222008 -0.0221361 2.97902e-05 -0.33407 0.334803 0.0017856 0.00523844 0.00194053 0.00140552 0.0218766 0.0800672 0.13665 0.0323003 170.009 0 0 -0.00102533 -0.000580864 491.211 18 270.684 0.0541443 9600 0.232629 0.000328644 0.0879548 0.248702 0.232364 4.11003e-05 0.0880028 0.24847 0.70775 0.0300967 0.00762542 0.0107696 8.59793e-05 0.184966 0.185279 
-0.25 46340.8 -0.0318627 -1.98092e-05 0.00139942 0.0318934 -0.0318129 2.38726e-05 -0.41806 0.419268 0.00290404 0.00819787 0.00326819 0.0024386 0.0278223 0.100189 0.159476 0.040413 212.676 0 0 -0.00128487 -0.000716303 743.642 27 407.611 0.0487612 9600 0.298909 0.000407156 0.109942 0.318487 0.298578 4.22177e-05 0.110004 0.318197 0.891019 0.0378497 0.0102393 0.0158487 0.000101101 0.231431 0.231973 
-0.3 55546 -0.0439647 -2.3896e-05 0.00232991 0.0440264 -0.0439608 2.47889e-05 -0.502329 0.504249 0.0040725 0.0118127 0.00444725 0.00343428 0.0328333 0.12029 0.169337 0.0485171 255.294 0 0 -0.00154609 -0.000847277 351.772 7 268.136 0.0494069 9600 0.369469 0.000490947 0.131928 0.392317 0.369074 5.67135e-05 0.132003 0.39197 0.97427 0.0456929 0.0106656 0.0223526 0.000123673 0.278028 0.278925 
-0.35 64727 -0.0581262 -2.81131e-05 0.00349364 0.0582311 -0.0581215 2.95512e-05 -0.586826 0.589697 0.00558111 0.0160924 0.00611044 0.00479125 0.038301 0.140432 0.183994 0.0566353 297.971 0 0 -0.00180878 -0.000973578 351.931 7 270.301 0.0474352 9600 0.443964 0.000577355 0.153914 0.469887 0.443506 7.15259e-05 0.154003 0.469483 1.23422 0.0536308 0.0129721 0.0300195 0.000143905 0.324733 0.326117 
-0.4 73889.1 -0.0738629 -3.36777e-05 0.00483547 0.074021 -0.0736353 3.88566e-05 -0.671481 0.675506 0.00733928 0.0210596 0.00805481 0.00638405 0.0437581 0.160684 0.197867 0.0647976 340.869 0 0 -0.0020725 -0.00109503 376.609 10 260.009 0.0511632 9600 0.521837 0.000664007 0.175899 0.550686 0.521315 9.18611e-05 0.176004 0.550224 1.34545 0.061697 0.0145245 0.0384675 0.000161022 0.371514 0.3735 
-0.45 83017.8 -0.0937079 -3.69504e-05 0.00664104 0.0939429 -0.0934981 5.69178e-05 -0.75662 0.762375 0.00935138 0.02665 0.010293 0.00754216 0.0491846 0.180802 0.21111 0.0729024 383.45 0 0 -0.00233894 -0.0012109 475.184 17 267.413 0.0469447 9600 0.606307 0.000759739 0.197883 0.637782 0.605723 0.00011799 0.198005 0.637264 1.51802 0.0698073 0.0165722 0.0494293 0.000186106 0.418521 0.42143 
-0.5 92137.3 -0.115492 -2.34838e-05 0.00866508 0.115816 -0.115811 4.87355e-05 -0.842035 0.849961 0.0116282 0.0329409 0.0128301 0.00949791 0.054585 0.201049 0.223877 0.0810621 426.31 0 0 -0.00260674 -0.00132123 389.494 10 264.995 0.0474742 9600 0.695156 0.000856951 0.219866 0.729098 0.694511 0.000144848 0.220002 0.728523 1.73539 0.0780714 0.0187543 0.061801 0.000201479 0.465659 0.469742 
-0.55 101177 -0.144932 -4.95418e-05 0.0115506 0.145391 -0.144933 5.06316e-05 -0.928217 0.939464 0.0141691 0.0397443 0.0156775 0.0116952 0.0599193 0.220898 0.236156 0.089054 468.265 0 0 -0.00287904 -0.00142464 351.3 7 268.128 0.0467169 9600 0.79438 0.000940291 0.241848 0.83038 0.793674 0.000149806 0.242004 0.82975 1.94526 0.0862862 0.0209239 0.0781208 0.000223639 0.513156 0.519068 
-0.6 110215 -0.175645 -6.52411e-05 0.0145795 0.176249 -0.175783 5.5315e-05 -1.01459 1.02971 0.0169817 0.0472715 0.01884 0.0141763 0.065488 0.240962 0.248098 0.0971356 510.682 0 0 -0.00315206 -0.00152183 414.553 12 264.29 0.0475327 9600 0.897482 0.00104387 0.26383 0.935458 0.896717 0.0001737 0.264003 0.934772 2.14209 0.094681 0.0231284 0.0954356 0.00024409 0.560745 0.568808 
