applied_displacement applied_load D_zmin[0] D_zmin[1] D_zmin[2] D_zmin.two_norm() D_zmax[0] D_zmax[1] D_zmax[2] D_zmax.two_norm() Max_F_FT Max_F_FC Max_F_MT Max_F_MC furtado_tension_fibre furtado_compression_fibre furtado_tension_matrix furtado_compression_matrix max_von_mises max_damage_cohesive max_predamage_cohesive Strain_zmidTop Strain_zmidBot time_per_increment tot_iteration time_coarse_space time_post_processing coarse_space_size D_xmin[0] D_xmin[1] D_xmin[2] D_xmin.two_norm() D_xmax[0] D_xmax[1] D_xmax[2] D_xmax.two_norm() Max_Tau Max_F_33 Max_F_CZ Displacement_DIC[0] Displacement_DIC[1] Displacement_DIC[2] Displacement_DIC.two_norm() 
-0.000195313 5.72245 7.52542e-06 6.31966e-06 -4.77224e-06 1.09245e-05 0.000117104 8.00654e-05 -0.000253453 0.000290451 2.30104e-08 3.46852e-08 2.34893e-08 7.14999e-10 0.000100245 0.000230727 0.00876089 6.89131e-05 0.440874 0 0 -7.32371e-07 -4.2681e-07 1536.77 5 1471.57 2.39837 9600 0.000108409 6.41024e-05 6.20578e-05 0.000140402 0.000108218 6.34455e-05 6.2454e-05 0.000140132 0.435767 0.000185941 0.00697919 6.818e-05 4.7909e-05 0.000141629 0.000164324 
-0.000390625 16.185 1.77728e-05 1.08522e-05 -1.09198e-05 2.35135e-05 0.000187997 0.000129361 -0.000521178 0.00056895 3.24685e-08 4.71614e-08 3.53595e-08 2.47638e-09 0.000132372 0.000242574 0.0100999 7.74478e-05 0.511949 0 0 -1.52215e-06 -8.99837e-07 312.083 5 248.768 2.44045 9600 0.000234912 0.000103769 0.000131271 0.000288416 0.000234511 0.000103138 0.000131922 0.00028816 0.435767 0.000195037 0.00697919 0.000110857 7.667e-05 0.000291041 0.000320737 
-0.000585938 82.4847 3.19238e-05 1.22871e-05 -2.8073e-05 4.42515e-05 0.000221871 7.79217e-05 -0.000894603 0.000924994 2.36217e-07 4.02925e-07 4.51479e-07 4.31156e-09 0.00039043 0.000715483 0.0194828 0.000331097 1.46905 0 0 -2.65627e-06 -1.60244e-06 371.207 9 246.857 2.42285 9600 0.000443687 6.29076e-05 0.000242017 0.000509301 0.000442976 6.08137e-05 0.000242699 0.000508752 0.435767 0.000636045 0.00697919 0.00013 4.92369e-05 0.000498552 0.00051757 
-0.00078125 112.081 4.28294e-05 1.44896e-05 -3.66029e-05 5.81728e-05 0.000281032 0.000108113 -0.00118302 0.00122073 2.36217e-07 4.02925e-07 4.51479e-07 1.04648e-08 0.00039043 0.000715483 0.0194828 0.000331097 1.46905 0 0 -3.50087e-06 -2.10695e-06 323.688 6 248.529 2.44279 9600 0.000591037 8.92228e-05 0.000317417 0.000676786 0.000590102 8.68541e-05 0.000318259 0.000676057 0.435767 0.000636045 0.00697919 0.000165485 6.72244e-05 0.000659016 0.000682793 
-0.000976562 141.787 5.91809e-05 1.47077e-05 -4.92194e-05 7.83661e-05 0.000144483 8.45642e-05 -0.00153828 0.00154736 2.36217e-07 4.02925e-07 4.51479e-07 2.09774e-08 0.00039043 0.000715483 0.0194828 0.000331097 1.46905 0 0 -4.51872e-06 -2.73165e-06 331.071 5 266.542 2.43666 9600 0.000812394 8.6409e-05 0.000416136 0.000916853 0.000811186 8.17114e-05 0.000416645 0.000915583 0.435767 0.000636045 0.00697919 9.16794e-05 5.71363e-05 0.000854986 0.000861783 
-0.00117187 181.589 6.85003e-05 1.6576e-05 -5.7843e-05 9.11749e-05 0.000328623 0.000121615 -0.00179863 0.00183244 2.36217e-07 4.02925e-07 4.51479e-07 3.61231e-08 0.00039043 0.000715483 0.0194828 0.000331097 1.46905 0 0 -5.29441e-06 -3.20108e-06 334.173 6 257.955 2.4618 9600 0.000915018 0.000110598 0.000485357 0.00104166 0.000913602 0.00010663 0.000486504 0.00104054 0.435767 0.000636045 0.00697919 0.00019549 7.68949e-05 0.0010009 0.00102271 
-0.00136719 229.152 7.99579e-05 1.56952e-05 -7.17156e-05 0.000108548 0.000250174 0.000101774 -0.00214834 0.00216525 2.36217e-07 4.02925e-07 4.51479e-07 4.18824e-08 0.00039043 0.000715483 0.0194828 0.000331097 1.46905 0 0 -6.35569e-06 -3.81942e-06 332.126 6 255.149 2.40846 9600 0.00115372 8.65313e-05 0.000582104 0.00129515 0.00115203 8.26213e-05 0.000582966 0.00129377 0.435767 0.000636045 0.00697919 0.000152578 6.49587e-05 0.00119381 0.00120527 
-0.0015625 252.545 8.71939e-05 1.90749e-05 -7.90847e-05 0.000119252 0.00036337 0.000155846 -0.00239717 0.00242956 2.36217e-07 4.27082e-07 4.51479e-07 5.76805e-08 0.00039043 0.000728308 0.0194828 0.000331097 1.54062 0 0 -7.06417e-06 -4.2424e-06 323.932 5 263.187 2.42309 9600 0.00126911 0.000130136 0.000646419 0.00143019 0.00126722 0.000126688 0.000647671 0.00142877 0.435767 0.000636045 0.00697919 0.000219085 9.64257e-05 0.00133321 0.00135453 
-0.00234375 419 0.000123997 1.94908e-05 -0.000127367 0.000178823 -4.20395e-05 0.000188395 -0.00376053 0.00376548 5.7918e-07 8.16479e-07 8.26327e-07 1.91501e-07 0.000602379 0.000998376 0.0229078 0.000460854 2.13916 0 0 -1.11229e-05 -6.64694e-06 378.077 10 245.374 2.38888 9600 0.00219054 0.000117368 0.00101729 0.00241808 0.00218758 0.000110014 0.0010174 0.0024151 0.435767 0.000838162 0.00697919 1.53219e-05 0.000117848 0.00208482 0.0020882 
-0.003125 559.387 0.000171933 2.74539e-05 -0.000169207 0.000242787 -4.19072e-05 0.000172941 -0.0049976 0.00500077 5.7918e-07 1.45074e-06 8.26327e-07 3.44508e-07 0.000602379 0.0013365 0.0229078 0.000460854 2.83994 0 0 -1.47692e-05 -8.83062e-06 400.576 11 252.971 2.41856 9600 0.00292865 0.0001225 0.00135118 0.00322764 0.00292472 0.00011596 0.0013509 0.00322372 0.435767 0.000838162 0.00697919 8.30542e-06 0.000107807 0.00277076 0.00277286 
-0.00390625 717.452 0.000211687 2.75191e-05 -0.000214265 0.000302453 -9.29529e-05 0.000116722 -0.00625913 0.00626091 7.02704e-07 2.27224e-06 8.26327e-07 3.56874e-07 0.000602379 0.00168563 0.0229078 0.000540935 3.55355 0 0 -1.84548e-05 -1.10501e-05 409.867 11 262.038 2.3913 9600 0.00368407 0.000104612 0.00169524 0.00405674 0.00367916 9.84571e-05 0.00169479 0.00405194 0.435767 0.000838162 0.00697919 2.20392e-05 7.32969e-05 0.0034691 0.00346995 
-0.0046875 844.225 0.00025337 3.11484e-05 -0.000255718 0.000361329 -7.18985e-05 0.000161708 -0.0075096 0.00751168 1.04122e-06 3.28119e-06 1.18812e-06 7.97271e-07 0.000602379 0.00202299 0.0229078 0.000649192 4.27023 0 0 -2.21491e-05 -1.32481e-05 378.229 10 245.821 2.39005 9600 0.00442131 0.000136061 0.00203115 0.00486745 0.00441541 0.000128737 0.00203056 0.00486165 0.435767 0.000838162 0.00697919 3.9039e-06 0.000100903 0.00416298 0.00416421 
-0.00546875 1038.16 0.000290207 2.55717e-05 -0.000307412 0.000423528 1.01364e-05 0.000138117 -0.00878975 0.00879084 1.85519e-06 4.4765e-06 1.96334e-06 9.82017e-07 0.000923686 0.00236288 0.0271832 0.000758608 4.98779 0 0 -2.59334e-05 -1.5526e-05 411.982 12 251.432 2.4194 9600 0.00515128 0.000111613 0.00238763 0.00567881 0.00514437 0.000102935 0.00238757 0.00567236 0.435767 0.00121938 0.00697919 5.2488e-05 8.93346e-05 0.00487375 0.00487486 
-0.00625 1178.43 0.000328728 2.24994e-05 -0.000350297 0.000480912 0.000306683 6.04183e-05 -0.0100178 0.0100227 1.93452e-06 5.75674e-06 2.05772e-06 1.09212e-06 0.000923686 0.00264549 0.0271832 0.00085783 5.6564 0 0 -2.95542e-05 -1.77583e-05 399.624 11 253.596 2.37894 9600 0.00576491 9.04231e-05 0.0027298 0.0063792 0.00575702 8.17659e-05 0.0027304 0.00637221 0.435767 0.00121938 0.00697919 0.000225191 4.54666e-05 0.00555806 0.0055628 
