applied_displacement applied_load D_zmin[0] D_zmin[1] D_zmin[2] D_zmin.two_norm() D_zmax[0] D_zmax[1] D_zmax[2] D_zmax.two_norm() Max_F_FT Max_F_FC Max_F_MT Max_F_MC furtado_tension_fibre furtado_compression_fibre furtado_tension_matrix furtado_compression_matrix max_von_mises max_damage_cohesive max_predamage_cohesive Strain_zmidTop Strain_zmidBot time_per_increment tot_iteration time_coarse_space time_post_processing coarse_space_size D_xmin[0] D_xmin[1] D_xmin[2] D_xmin.two_norm() D_xmax[0] D_xmax[1] D_xmax[2] D_xmax.two_norm() Max_Tau Max_F_33 Max_F_CZ Displacement_DIC[0] Displacement_DIC[1] Displacement_DIC[2] Displacement_DIC.two_norm() 
-0.1 13276 -0.0386321 -0.00101454 -0.0278042 0.0476082 -0.039039 -0.00146417 -0.138743 0.144138 0.000200474 0.000507624 0.000212874 0.000177769 0.00808957 0.0231594 0.0749134 0.00740137 53.7089 0 0 -0.000336117 -0.000174584 717.535 34 284.251 0.0622636 9600 0.120455 0.00195538 0.0439538 0.128239 0.120372 0.00178793 0.0439726 0.128164 0.389871 0.0107595 0.00866711 0.022358 0.00107728 0.0766354 0.0798375 
-0.15 19894.8 -0.053829 -0.00247788 -0.0420452 0.0683484 -0.0537843 -0.00434415 -0.207489 0.214391 0.000458219 0.00130514 0.000477463 0.000377668 0.012121 0.0366204 0.0921115 0.0111442 85.6513 0 0 -0.000501693 -0.000259512 1023.77 20 769.894 0.048123 9600 0.176912 0.00490774 0.0659022 0.188852 0.176787 0.00447645 0.0659373 0.188736 0.573878 0.0162412 0.0126238 0.0306039 0.00306794 0.114655 0.118709 
-0.2 26531 -0.0829646 -0.00160242 -0.0549598 0.0995302 -0.0823712 -0.00190726 -0.278352 0.29029 0.000805699 0.00205789 0.000842185 0.000653943 0.015984 0.046633 0.104995 0.0148973 108.122 0 0 -0.00067705 -0.000342391 615.902 26 286.777 0.0499181 9600 0.250156 0.00311006 0.0879492 0.265185 0.249989 0.00281215 0.0879932 0.265039 0.573878 0.0217233 0.0126238 0.0472649 0.00149666 0.153712 0.160821 
-0.225 29802.1 -0.104115 -0.000923583 -0.0606769 0.120509 -0.103483 -0.000776448 -0.314293 0.330892 0.00102374 0.00262934 0.00107409 0.000888198 0.0180271 0.0527078 0.111127 0.0167333 122.204 0 0 -0.0007687 -0.000382067 1585.06 50 937.183 0.0442377 9600 0.294864 0.00165138 0.0988961 0.311011 0.294676 0.00145056 0.0989416 0.310846 0.649588 0.0243482 0.0137132 0.0595911 0.000687903 0.173457 0.18341 
-0.25 33073.2 -0.115088 -0.00135291 -0.0673638 0.13336 -0.111827 -0.00132242 -0.348947 0.36643 0.00126561 0.00325319 0.00132244 0.00109882 0.0199476 0.0586363 0.116553 0.0185939 135.926 0 0 -0.000853858 -0.000421957 523.129 19 287.496 0.0477391 9600 0.327462 0.00237795 0.109789 0.345385 0.327254 0.00213384 0.10985 0.345205 0.649588 0.0270939 0.0137132 0.0643335 0.00111858 0.19261 0.203073 
-0.275 36376.6 -0.124625 -0.00232587 -0.0742796 0.145101 -0.123318 -0.00352252 -0.383605 0.402955 0.00154033 0.0039529 0.00160726 0.00134043 0.0220952 0.0646512 0.123605 0.020511 149.83 0 0 -0.000937819 -0.000461923 543.197 20 288.524 0.0468538 9600 0.359378 0.00432638 0.120806 0.379164 0.359149 0.00397204 0.120868 0.378963 0.701754 0.0298845 0.0144009 0.0708151 0.00256961 0.21174 0.223282 
-0.3 39691.3 -0.138314 -0.00256827 -0.0808098 0.160211 -0.14125 -0.00349826 -0.419032 0.442212 0.00182846 0.00473468 0.00193619 0.00159132 0.0243336 0.0707389 0.130282 0.0224275 163.971 0 0 -0.00102435 -0.000501405 679.033 31 285.128 0.048439 9600 0.39642 0.00480337 0.131859 0.417802 0.396171 0.00439604 0.131914 0.417579 0.765826 0.0326747 0.0157173 0.0811725 0.00253444 0.231232 0.245079 
-0.325 42942.6 -0.167971 -0.000754518 -0.0856504 0.188549 -0.168868 -0.000245769 -0.456039 0.4863 0.00214415 0.00560556 0.00226599 0.00183054 0.0261607 0.0769399 0.134074 0.0242678 178.389 0 0 -0.00112211 -0.000538175 601.76 27 286.125 0.0459639 9600 0.451704 0.00121578 0.14282 0.473746 0.451433 0.000924203 0.142881 0.473506 0.83589 0.0353084 0.0171924 0.0974326 0.00031238 0.251507 0.26972 
-0.35 46198.1 -0.181705 -0.000996979 -0.09203 0.203684 -0.178354 -0.000916074 -0.490931 0.522326 0.00249835 0.00651524 0.00264367 0.00212142 0.0282496 0.082958 0.139423 0.0261549 192.309 0 0 -0.00120933 -0.000575658 506.588 17 289.389 0.0466494 9600 0.488484 0.00163212 0.15373 0.512106 0.488193 0.0013468 0.153807 0.511851 0.909007 0.038065 0.0186052 0.102836 0.000836205 0.270783 0.289653 
-0.3625 47849.6 -0.186527 -0.00148543 -0.0954728 0.209546 -0.185806 -0.00150282 -0.508364 0.541258 0.00268039 0.00700443 0.00282238 0.00229316 0.0292174 0.0860116 0.141996 0.0271258 199.396 0 0 -0.00125114 -0.000594867 899.261 21 632.684 0.0500857 9600 0.504848 0.00249646 0.159235 0.529371 0.504547 0.00221975 0.159311 0.529106 0.978287 0.0395005 0.0200265 0.107086 0.00121828 0.280388 0.300144 
-0.375 49512.5 -0.190434 -0.00140943 -0.0990194 0.214644 -0.186657 -0.000952901 -0.525714 0.557868 0.0028686 0.00748648 0.00301394 0.00247584 0.0301258 0.0889141 0.143973 0.0281071 206.138 0 0 -0.00129327 -0.00061407 514.826 19 288.694 0.0458252 9600 0.519717 0.00244541 0.16476 0.545213 0.519406 0.00213567 0.164847 0.544942 0.978287 0.0409826 0.0200265 0.107556 0.000964079 0.290009 0.309313 
-0.3875 51136 -0.197048 -0.00169699 -0.102224 0.221992 -0.191264 -0.00175041 -0.543112 0.575809 0.00307409 0.00800539 0.00321819 0.00264135 0.0311337 0.0919564 0.14637 0.0290588 213.158 0 0 -0.00133678 -0.000632363 449.782 14 283.654 0.0460697 9600 0.538028 0.00299741 0.170213 0.564318 0.537707 0.00266136 0.17031 0.56404 0.999145 0.0423713 0.0203684 0.110145 0.00152626 0.299624 0.319232 
-0.4 52783 -0.205297 -0.00227547 -0.105329 0.230752 -0.20399 -0.00309528 -0.560989 0.596934 0.00328112 0.00857243 0.00344291 0.00281763 0.0322895 0.0951654 0.149602 0.0300372 220.575 0 0 -0.00138087 -0.000650851 448.029 15 272.477 0.0524502 9600 0.558937 0.00409701 0.175751 0.585931 0.558606 0.00371187 0.17584 0.58564 1.03514 0.043781 0.0211267 0.117448 0.0023254 0.309427 0.330975 
-0.4125 54354.2 -0.229994 -0.000581051 -0.106686 0.253534 -0.228367 -0.000236671 -0.580451 0.623759 0.00348347 0.0091848 0.00368852 0.00293334 0.0333325 0.0984588 0.151481 0.0309291 228.289 0 0 -0.00143561 -0.000666512 482.07 16 285.946 0.0491788 9600 0.598789 0.000825343 0.181169 0.625596 0.598447 0.000429406 0.181255 0.625293 1.07741 0.045044 0.0219167 0.131828 0.000333648 0.319995 0.346086 
-0.425 56003 -0.235426 -0.00100716 -0.110054 0.259882 -0.232432 -0.00122442 -0.597899 0.64149 0.00370722 0.00976309 0.00392685 0.00312649 0.0344304 0.101518 0.154237 0.0318915 235.362 0 0 -0.0014783 -0.000684834 474.456 15 288.491 0.0486513 9600 0.61603 0.00156949 0.18668 0.643697 0.615679 0.0012166 0.18677 0.643385 1.11376 0.0464317 0.0227235 0.134148 0.000944069 0.329643 0.355895 
