applied_displacement applied_load D_zmin[0] D_zmin[1] D_zmin[2] D_zmin.two_norm() D_zmax[0] D_zmax[1] D_zmax[2] D_zmax.two_norm() Max_F_FT Max_F_FC Max_F_MT Max_F_MC furtado_tension_fibre furtado_compression_fibre furtado_tension_matrix furtado_compression_matrix max_von_mises max_damage_cohesive max_predamage_cohesive Strain_zmidTop Strain_zmidBot time_per_increment tot_iteration time_coarse_space time_post_processing coarse_space_size D_xmin[0] D_xmin[1] D_xmin[2] D_xmin.two_norm() D_xmax[0] D_xmax[1] D_xmax[2] D_xmax.two_norm() Max_Tau Max_F_33 Max_F_CZ Displacement_DIC[0] Displacement_DIC[1] Displacement_DIC[2] Displacement_DIC.two_norm() 
-0.1 20830.8 -0.148376 -1.23035e-05 0.0124401 0.148897 -0.148342 3.2929e-05 -0.179112 0.232565 0.000229054 0.00145871 0.000251622 0.000173424 0.0131051 0.0394383 0.0952894 0.0131727 91.1842 0 0 -0.000575653 -0.000276089 378.795 8 284.675 0.0606337 9600 0.262494 0.000198403 0.0439827 0.266154 0.26236 2.17721e-05 0.0440148 0.266026 0.776163 0.0163675 0.00754454 0.0848179 5.56423e-05 0.0977732 0.129436 
-0.2 41394.2 -0.314819 -4.02125e-05 0.0264969 0.315932 -0.314778 4.86192e-05 -0.359833 0.478084 0.000925692 0.00598248 0.00102032 0.000761789 0.0269993 0.0796536 0.136177 0.0265712 184.543 0 0 -0.00115953 -0.000527364 390.846 8 294.954 0.0536906 9600 0.553161 0.000386673 0.0879587 0.560111 0.552896 3.21937e-05 0.0880263 0.559859 1.1243 0.0332869 0.0106903 0.180114 0.000101515 0.196265 0.266386 
-0.3 61632.2 -0.501831 -5.90523e-05 0.042369 0.503617 -0.501442 8.11582e-05 -0.54234 0.738631 0.00210071 0.0138267 0.00232529 0.00177933 0.041758 0.120692 0.16872 0.0402564 280.356 0 0 -0.00175168 -0.000750266 406.534 10 284.851 0.0487601 9600 0.875441 0.000606896 0.13193 0.885327 0.87505 7.77744e-05 0.132038 0.884955 1.4674 0.0508021 0.0141845 0.287148 0.000164851 0.295557 0.412078 
-0.4 81479.7 -0.712931 -5.66947e-05 0.0603414 0.71548 -0.711645 0.00023279 -0.726914 1.01727 0.00375786 0.0253103 0.00418472 0.00316597 0.0574751 0.162606 0.196492 0.0543136 379.004 0 0 -0.00235218 -0.000940587 442.269 13 284.65 0.0481183 9600 1.23417 0.000918113 0.175903 1.24664 1.23366 0.000228156 0.176058 1.24616 2.00876 0.0689663 0.0194487 0.40787 0.000314312 0.395772 0.568325 
-0.5 100763 -0.965394 -0.000108558 0.0819223 0.968863 -0.965443 0.000105808 -0.915255 1.33033 0.00590779 0.0409812 0.00659847 0.00508646 0.0744558 0.205715 0.221472 0.0688259 481.745 0 0 -0.00296731 -0.00109032 391.465 9 285.364 0.0463616 9600 1.65027 0.00103796 0.219854 1.66485 1.64964 0.000145353 0.220052 1.66425 2.60806 0.0878686 0.0255007 0.553716 0.00024926 0.497642 0.744478 
-0.55 110181 -1.1002 -0.000131502 0.0934096 1.10416 -1.10021 0.000128322 -1.01007 1.49356 0.00716863 0.0504528 0.00801733 0.00610214 0.0833094 0.227514 0.233204 0.0762987 534.2 0 0 -0.00327577 -0.00115033 748.515 10 628.593 0.045232 9600 1.87184 0.00115082 0.241831 1.8874 1.87116 0.000177453 0.242056 1.88675 3.1537 0.0975789 0.030945 0.631245 0.000281293 0.548866 0.836495 
-0.6 119458 -1.24373 -0.000141263 0.105622 1.24821 -1.24382 0.000142399 -1.10563 1.66418 0.00855039 0.0611255 0.00957838 0.00718682 0.0924531 0.249521 0.244429 0.0839383 587.601 0 0 -0.00358573 -0.00119908 421.384 11 284.535 0.050136 9600 2.1061 0.00127548 0.263807 2.12255 2.10536 0.00020654 0.264059 2.12186 3.1537 0.107474 0.030945 0.713899 0.000308014 0.600412 0.932816 
-0.65 128557 -1.39646 -0.00054639 0.118582 1.40149 -1.39688 0.000102812 -1.20195 1.84281 0.0103852 0.0730882 0.01128 0.00900811 0.101891 0.271784 0.256028 0.091784 642.073 0 0 -0.00389679 -0.00123596 395.122 9 285.549 0.0486966 9600 2.35368 0.00171317 0.28578 2.37097 2.3529 0.000478811 0.28606 2.37023 3.40778 0.117567 0.033244 0.802025 0.000294146 0.652295 1.0338 
-0.7 137449 -1.56096 -0.000198931 0.132509 1.56657 -1.56111 0.00018381 -1.29919 2.031 0.01247 0.0863858 0.013107 0.0102715 0.111651 0.29414 0.269636 0.0999153 697.477 0 0 -0.00420931 -0.00126003 410.655 10 286.687 0.0475815 9600 2.61692 0.00153527 0.307752 2.63495 2.61609 0.000289226 0.308062 2.63416 3.68278 0.127831 0.0358954 0.896657 0.000371709 0.704576 1.14036 
-0.75 146310 -1.71765 -0.000198028 0.145651 1.72382 -1.71278 0.000160634 -1.39531 2.20918 0.0147377 0.100768 0.0151024 0.011682 0.121379 0.316308 0.282726 0.108239 752.694 0 0 -0.00451402 -0.00127722 741.49 36 269.41 0.047016 9600 2.87223 0.00164736 0.329737 2.8911 2.87136 0.000337525 0.330098 2.89028 3.94927 0.1382 0.0385392 0.984039 0.000386876 0.756386 1.24115 
