applied_displacement applied_load D_zmin[0] D_zmin[1] D_zmin[2] D_zmin.two_norm() D_zmax[0] D_zmax[1] D_zmax[2] D_zmax.two_norm() Max_F_FT Max_F_FC Max_F_MT Max_F_MC furtado_tension_fibre furtado_compression_fibre furtado_tension_matrix furtado_compression_matrix max_von_mises max_damage_cohesive max_predamage_cohesive Strain_zmidTop Strain_zmidBot time_per_increment tot_iteration time_coarse_space time_post_processing coarse_space_size D_xmin[0] D_xmin[1] D_xmin[2] D_xmin.two_norm() D_xmax[0] D_xmax[1] D_xmax[2] D_xmax.two_norm() Max_Tau Max_F_33 Max_F_CZ Displacement_DIC[0] Displacement_DIC[1] Displacement_DIC[2] Displacement_DIC.two_norm() 
-0.1 14530.6 -0.139525 -2.96592e-05 0.00876529 0.1398 -0.139771 5.69133e-05 -0.175432 0.224305 0.00016052 0.000645583 0.000195387 0.000137566 0.00876315 0.027131 0.0951089 0.0134186 60.7187 0 0 -0.000555344 -0.000268532 450.387 13 282.971 0.0690187 9600 0.250548 0.000200594 0.043971 0.254377 0.250419 2.40725e-05 0.0440007 0.254255 0.530908 0.0114711 0.00743815 0.0800833 6.35961e-05 0.0958443 0.124898 
-0.2 28885.8 -0.295905 -7.1155e-05 0.01908 0.29652 -0.295906 4.24343e-05 -0.352394 0.460154 0.000646312 0.00264691 0.000793945 0.000584961 0.0180383 0.0546624 0.135725 0.0271014 122.816 0 0 -0.00111897 -0.000514801 375.241 8 277.057 0.0681514 9600 0.527195 0.000394286 0.0879446 0.53448 0.526939 2.9157e-05 0.0880083 0.534238 0.852554 0.0233048 0.0119225 0.169643 8.6675e-05 0.192386 0.256498 
-0.3 43038.9 -0.473015 -0.000111558 0.0312824 0.474049 -0.473065 9.53933e-05 -0.531272 0.711365 0.00146348 0.00612335 0.00184567 0.00132971 0.027896 0.082651 0.168483 0.041119 186.564 0 0 -0.00169185 -0.000735262 379.737 8 278.1 0.0630144 9600 0.835185 0.000589447 0.131917 0.845539 0.834806 4.53356e-05 0.132018 0.84518 1.14374 0.0355334 0.0159731 0.271387 0.00014634 0.289785 0.397022 
-0.4 56935.8 -0.673726 -0.000155986 0.0456091 0.675268 -0.673716 0.000139674 -0.712264 0.980415 0.00261606 0.0112198 0.00358547 0.00230466 0.0383915 0.111056 0.199809 0.0555608 252.16 0 0 -0.00227397 -0.000926159 380.56 8 283.309 0.061576 9600 1.17848 0.000800088 0.175882 1.19154 1.17799 7.65926e-05 0.176024 1.19107 1.44631 0.0481885 0.0202292 0.386753 0.000203149 0.38813 0.547926 
-0.5 70520.4 -0.901806 -0.000203903 0.0623639 0.90396 -0.901802 0.000187918 -0.895687 1.27102 0.00410551 0.018115 0.00613254 0.0038443 0.0495873 0.139838 0.229618 0.0706108 319.838 0 0 -0.00286524 -0.0010832 371.761 8 275.747 0.063467 9600 1.56215 0.00102016 0.219842 1.57755 1.56154 0.000118288 0.220029 1.57697 1.79852 0.0613023 0.0251559 0.518025 0.000262283 0.487558 0.711381 
-0.6 83743.6 -1.16013 -0.000245689 0.0817509 1.163 -1.1598 0.000285885 -1.08174 1.58597 0.00592909 0.0270172 0.00967174 0.00551838 0.0615243 0.168903 0.258673 0.0865238 389.785 0 0 -0.00346434 -0.00120213 398.856 9 287.089 0.06108 9600 1.99001 0.00125564 0.2638 2.00742 1.9893 0.000194342 0.264039 2.00675 2.24185 0.0749431 0.0313584 0.666653 0.000353599 0.58816 0.889021 
-0.7 96483.9 -1.45527 -0.000313206 0.104293 1.459 -1.45527 0.000298051 -1.27095 1.93213 0.00807739 0.0381975 0.0144303 0.00741555 0.0742713 0.198135 0.287504 0.104028 462.322 0 0 -0.00407059 -0.00127761 384.244 9 271.257 0.0589539 9600 2.47021 0.00149243 0.307741 2.48931 2.4694 0.000236724 0.308033 2.48854 2.73323 0.0891733 0.0382393 0.837004 0.000389674 0.690147 1.08484 
-0.8 108699 -1.78806 -0.000380065 0.129957 1.79278 -1.78812 0.000341619 -1.46328 2.31054 0.0105378 0.0519221 0.0206645 0.00920489 0.0878058 0.227299 0.316417 0.123123 537.472 0 0 -0.00467973 -0.00130639 405.249 10 282.458 0.0606955 9600 3.00354 0.00175718 0.35168 3.02406 3.00264 0.000322957 0.352033 3.0232 3.20986 0.103959 0.044986 1.02905 0.000446538 0.793511 1.29946 
-1 131100 -2.58086 -0.00051707 0.191385 2.58795 -2.58099 0.000522187 -1.85807 3.18025 0.0162933 0.088267 0.0385208 0.0127479 0.117119 0.284225 0.374631 0.166992 695.87 0 0 -0.00588855 -0.00121201 675.449 11 536.851 0.0589535 9600 4.24363 0.00227906 0.439529 4.26634 4.2426 0.000504506 0.440016 4.26535 7.92638 0.135126 0.11091 1.48695 0.00061506 1.00463 1.79451 
-1.2 150310 -3.5382 -0.000671894 0.264697 3.54809 -3.53823 0.000655579 -2.26469 4.20094 0.0229523 0.138189 0.0644458 0.0158382 0.148544 0.336565 0.432107 0.220407 863.311 0 0 -0.0070366 -0.000920951 409.232 11 271.841 0.0635997 9600 5.69784 0.0028432 0.527326 5.72219 5.69672 0.000743167 0.527961 5.72113 7.92638 0.167914 0.11091 2.04028 0.000764952 1.22072 2.37758 
