applied_displacement applied_load D_zmin[0] D_zmin[1] D_zmin[2] D_zmin.two_norm() D_zmax[0] D_zmax[1] D_zmax[2] D_zmax.two_norm() Max_F_FT Max_F_FC Max_F_MT Max_F_MC furtado_tension_fibre furtado_compression_fibre furtado_tension_matrix furtado_compression_matrix max_von_mises max_damage_cohesive max_predamage_cohesive Strain_zmidTop Strain_zmidBot time_per_increment tot_iteration time_coarse_space time_post_processing coarse_space_size D_xmin[0] D_xmin[1] D_xmin[2] D_xmin.two_norm() D_xmax[0] D_xmax[1] D_xmax[2] D_xmax.two_norm() Max_Tau Max_F_33 Max_F_CZ Displacement_DIC[0] Displacement_DIC[1] Displacement_DIC[2] Displacement_DIC.two_norm() 
-0.1 18254 0.00183125 8.1685e-05 -0.00162239 0.00244792 -0.00903411 0.000519008 -0.166089 0.166335 0.000806595 0.00124378 0.000869156 0.000704528 0.00982111 0.0470839 0.103634 0.0216397 82.2952 0 0 -0.00050603 -0.000296152 654.815 32 250.956 0.0627942 9600 0.104443 0.000474386 0.0439484 0.113313 0.104307 0.000367935 0.0439255 0.113179 0.357961 0.0155773 0.004971 0.00432615 0.000362953 0.0919645 0.0920669 
-0.2 36485.4 0.00326923 6.58195e-05 -0.00322997 0.00459618 -0.00971912 0.000591312 -0.331447 0.33159 0.00324321 0.00488985 0.00352154 0.00290464 0.0197041 0.0933829 0.148196 0.0429158 163.173 0 0 -0.00101107 -0.000578938 799.985 42 252.071 0.0515503 9600 0.210022 0.000674741 0.0879116 0.22768 0.209753 0.000480173 0.0878997 0.227426 0.613862 0.0312955 0.00763127 0.00382954 0.000482709 0.183624 0.183664 
-0.25 45559.4 0.00366866 4.35649e-05 -0.0040145 0.00543849 -0.0139519 0.00101157 -0.414433 0.414669 0.0050921 0.00769288 0.00554958 0.00469469 0.0246501 0.117152 0.166735 0.0538352 204.665 0 0 -0.00126463 -0.000714764 1441.04 42 932.313 0.0469169 9600 0.266494 0.000997232 0.109887 0.288262 0.266159 0.000732838 0.109867 0.287944 0.933268 0.0394781 0.0116143 0.00582282 0.000770513 0.229586 0.229661 
-0.3 54620.3 0.00414931 3.24377e-05 -0.00479771 0.00634317 -0.015375 0.000966857 -0.497253 0.497492 0.00737857 0.011136 0.00804604 0.00686459 0.0296088 0.140968 0.183821 0.0647774 246.243 0 0 -0.00151824 -0.000846898 639.62 32 254.407 0.0456829 9600 0.323484 0.00107165 0.131868 0.349331 0.323083 0.000770412 0.13185 0.348953 0.935099 0.0477515 0.0116288 0.00618046 0.000781265 0.275485 0.275556 
-0.300195 54644.3 0.00338513 -4.96252e-06 -0.00475382 0.00583591 -0.0157995 0.000972402 -0.497614 0.497865 0.00738844 0.011141 0.00805747 0.0068785 0.029626 0.140992 0.183877 0.0647916 246.298 0 0 -0.0015194 -0.000847365 5794.31 41 5154.82 0.0457098 9600 0.324156 0.00106816 0.131953 0.349985 0.323755 0.00076526 0.131936 0.349607 1.09934 0.0477656 0.0136728 0.00642478 0.000784969 0.275681 0.275757 
-0.300391 54665.4 0.00332813 -4.38856e-06 -0.00475191 0.00580147 -0.0158133 0.00101849 -0.497916 0.498168 0.0073923 0.011154 0.00806985 0.00688559 0.0296415 0.141073 0.183933 0.0648291 246.441 0 0 -0.00152033 -0.000847818 367.74 9 258.844 0.0473846 9600 0.324399 0.00109792 0.132029 0.350239 0.323998 0.000793201 0.132013 0.349861 1.09934 0.0477938 0.0136728 0.00643133 0.000810042 0.275849 0.275925 
-0.300586 54711.6 0.00322576 -8.84478e-06 -0.00474832 0.00574039 -0.0159235 0.000996931 -0.498264 0.49852 0.00740842 0.0111684 0.00807849 0.00688559 0.0296628 0.141164 0.184007 0.0648712 246.6 0 0 -0.00152142 -0.00084835 418.443 12 271.469 0.0477176 9600 0.324724 0.00108507 0.132121 0.350575 0.324323 0.000780417 0.132104 0.350196 1.09934 0.047827 0.0136728 0.00649372 0.000799514 0.276041 0.276118 
-0.300781 54740.3 0.00315313 -1.01168e-05 -0.00474557 0.00569761 -0.0159669 0.000991948 -0.498585 0.498842 0.00741408 0.0111813 0.00809073 0.00694056 0.0296809 0.141245 0.184074 0.0649087 246.743 0 0 -0.00152241 -0.00084885 433.968 13 270.618 0.0478518 9600 0.324987 0.00108254 0.132206 0.35085 0.324585 0.000778225 0.132189 0.350471 1.09934 0.0478554 0.0136728 0.00651619 0.000795357 0.276218 0.276296 
-0.300977 54777.1 0.00308356 -1.09415e-05 -0.00474334 0.00565754 -0.0160308 0.00101156 -0.498915 0.499174 0.00742265 0.0111948 0.00810174 0.00694056 0.0297007 0.14133 0.184132 0.0649478 246.891 0 0 -0.00152344 -0.000849346 451.19 15 259.197 0.0477855 9600 0.325267 0.00109546 0.132291 0.351142 0.324865 0.000789444 0.132274 0.350762 1.09934 0.0478859 0.0136728 0.00655205 0.000807651 0.2764 0.276479 
-0.301172 54809.1 0.0030121 -1.08629e-05 -0.0047407 0.00561668 -0.0160893 0.00101849 -0.499241 0.499501 0.00743268 0.0112099 0.00811281 0.00694056 0.0297189 0.141425 0.184196 0.0649916 247.058 0 0 -0.00152444 -0.000849836 391.339 11 253.652 0.0489935 9600 0.325564 0.00110004 0.132375 0.351449 0.325162 0.000793539 0.132359 0.351069 1.09934 0.0479188 0.0136728 0.00658462 0.000811682 0.276581 0.27666 
